filesize	gz_filesize	nrows
6980744	29136508605	336385304
6696740	28958612727	334331688
6839692	28958612727	334331688
5884344	26060067191	300865660
6012668	26060067191	300865660
5822236	25733762016	297098424
5914016	25733762016	297098424
5864160	25537855875	294835124
6056976	25537855875	294835124
5440244	23721065066	273860404
5617204	23721065066	273860404
6587332	28780583627	332275976
6866832	28780583627	332275976
5346980	23271769267	268675784
5552488	23271769267	268675784
5823552	25265883126	291695964
5946128	25265883126	291695964
5475264	23734500562	274016080
5573744	23734500562	274016080
5635044	24372353006	281382296
5766484	24372353006	281382296
5717908	24754198384	285790368
5876108	24754198384	285790368
6809120	29451041670	340016516
7063484	29451041670	340016516
5766620	25268330849	291725932
5890704	25268330849	291725932
5936284	25922905279	299280384
6268268	25922905279	299280384
6231168	27272994311	314867712
6378060	27272994311	314867712
5223392	22606059643	260988380
5377712	22606059643	260988380
5231884	22639923350	261378896
5372584	22639923350	261378896
5285192	22793563031	263153672
5453928	22793563031	263153672
6508236	28121921760	324669916
6657796	28121921760	324669916
6244224	26733395120	308636872
6443656	26733395120	308636872
6439460	27462456880	317052944
6634156	27462456880	317052944
5884480	25759590647	297395160
6083288	25759590647	297395160
6024132	26235563324	302890344
6353608	26235563324	302890344
6380252	27996741160	323225276
6581616	27996741160	323225276
6449272	28361899683	327441004
6707724	28361899683	327441004
5553036	23713677187	273774040
5698972	23713677187	273774040
5660436	24126933800	278544820
5829296	24126933800	278544820
6142316	26383607238	304599040
6330360	26383607238	304599040
5926164	25449251149	293810584
6183524	25449251149	293810584
6324056	27233001070	314408068
6694368	27233001070	314408068
5730932	24841897115	286802356
6172488	24841897115	286802356
5759572	24707946572	285253788
5916736	24707946572	285253788
5789576	24964631654	288217088
5962216	24964631654	288217088
5902412	25199667540	290929668
6115300	25199667540	290929668
5479040	23425741490	270450324
5634904	23425741490	270450324
4925636	21206675877	244833464
5250800	21206675877	244833464
5282240	23027511119	265854872
5499736	23027511119	265854872
5461744	23469303290	270954748
5619824	23469303290	270954748
5698764	24221289119	279636468
5824136	24221289119	279636468
5470952	23954365477	276553936
5574620	23954365477	276553936
6243272	27580961212	318422408
6303528	27580961212	318422408
5741100	24782749178	286119112
5839860	24782749178	286119112
5456240	23580615968	272240220
5556092	23580615968	272240220
5555636	24086939014	278087100
5772644	24086939014	278087100
6048328	26031291905	300534996
6167616	26031291905	300534996
5866288	25323490045	292362476
6259964	25323490045	292362476
5957940	25830814382	298219524
6364688	25830814382	298219524
5568136	23889784316	275810844
5660752	23889784316	275810844
5410468	23431865410	270524044
5441304	23431865410	270524044
6395596	27752897054	320407400
6669472	27752897054	320407400
5659064	24688424932	285028348
5843760	24688424932	285028348
5907120	25537522060	294833280
6095884	25537522060	294833280
6202888	26815406778	309586544
6720092	26815406778	309586544
5687952	24493553823	282778284
5855848	24493553823	282778284
5632368	24299542483	280538492
5763032	24299542483	280538492
5305404	23219467884	268071664
5601880	23219467884	268071664
6253240	27798542505	320937656
6381904	27798542505	320937656
6153676	27021979154	311969560
6314072	27021979154	311969560
5407504	23678906123	273373828
5475784	23678906123	273373828
5596788	24569841688	283661860
5691476	24569841688	283661860
5432960	23886610229	275773772
5576816	23886610229	275773772
5870236	25145765207	290308720
5986096	25145765207	290308720
6213132	26787283481	309259872
6357024	26787283481	309259872
6466608	28186615342	325415612
6715744	28186615342	325415612
6378240	27794051263	320882580
6532644	27794051263	320882580
5631328	24540330942	283319020
5760516	24540330942	283319020
6858632	29874158721	344897312
6972072	29874158721	344897312
5432628	23342240425	269490268
5612524	23342240425	269490268
5697088	24539630458	283312472
5913004	24539630458	283312472
5176048	22365887364	258214932
5345612	22365887364	258214932
5487368	23679590924	273381432
5707188	23679590924	273381432
5547436	23613318726	272615664
5788424	23613318726	272615664
5643088	24161386525	278942968
5841652	24161386525	278942968
6882104	29680349098	342664208
6990212	29680349098	342664208
5573348	23955350198	276567836
5676944	23955350198	276567836
5491388	23793076980	274694428
5568592	23793076980	274694428
6904660	29760763894	343592524
7059456	29760763894	343592524
5940440	25735262010	297113588
6122584	25735262010	297113588
6086352	25988153399	300034048
6326156	25988153399	300034048
5514584	23673257323	273308396
5680016	23673257323	273308396
5979908	25759221442	297392420
6182556	25759221442	297392420
5820112	25410031555	293360584
6013392	25410031555	293360584
5595284	24379351400	281460348
5830420	24379351400	281460348
6493316	27944305868	322618032
6591736	27944305868	322618032
6042500	26122664519	301586856
6252752	26122664519	301586856
6393364	27275558432	314896844
6542868	27275558432	314896844
5488420	23619440199	272688048
5602520	23619440199	272688048
6130888	26462731695	305513460
6342140	26462731695	305513460
5744648	24774509594	286022744
5876800	24774509594	286022744
5150500	22111361252	255276500
5282236	22111361252	255276500
5986456	25812709110	298008768
6136688	25812709110	298008768
5957216	25622340371	295809908
6121816	25622340371	295809908
5475440	23719616303	273844588
5807532	23719616303	273844588
5326548	23255243012	268483528
5582920	23255243012	268483528
5501172	23803981366	274818620
5929972	23803981366	274818620
5662072	24635151312	284414752
6130656	24635151312	284414752
5424820	23439535770	270611656
5563716	23439535770	270611656
5984448	26306512134	303712832
6108200	26306512134	303712832
5480472	23646296679	272997780
5794780	23646296679	272997780
5461212	23709898012	273732708
5793852	23709898012	273732708
5928204	25587520727	295409084
5964044	25587520727	295409084
5097504	22170886857	255964992
5263492	22170886857	255964992
6197676	27210851122	314152264
6346136	27210851122	314152264
6591700	28405960260	327949756
6817064	28405960260	327949756
6038816	25969851694	299824512
6218828	25969851694	299824512
5341640	23019381314	265761028
5577916	23019381314	265761028
5246464	22677748600	261817248
5413336	22677748600	261817248
6117100	26967478797	311340784
6500400	26967478797	311340784
6003356	26415201063	304965244
6368656	26415201063	304965244
5353404	23522945908	271574504
5650516	23522945908	271574504
5486488	24034204812	277476712
5853904	24034204812	277476712
6176240	26361455559	304345348
6290652	26361455559	304345348
5498688	23580979899	272244732
5640552	23580979899	272244732
5662880	24297664356	280518536
5766060	24297664356	280518536
5990236	25495076654	294342748
6102372	25495076654	294342748
6230892	27637479874	319079080
6510608	27637479874	319079080
5274024	23512680821	271457196
5530324	23512680821	271457196
5592472	24012943537	277229936
5756796	24012943537	277229936
5728516	24682108566	284956328
5956160	24682108566	284956328
5426336	23504933441	271364436
5556328	23504933441	271364436
5762784	25141205922	290254300
5989864	25141205922	290254300
5350340	22909459991	264490420
5519724	22909459991	264490420
5477736	23565449909	272063672
5635328	23565449909	272063672
5410176	22931596140	264743628
5776796	22931596140	264743628
3110228	13429594336	155046132
3151448	13429594336	155046132
6357316	27496166923	317446336
6861008	27496166923	317446336
4958076	21295516383	245858292
5250884	21295516383	245858292
5402872	23609975963	272578504
5532288	23609975963	272578504
6402092	27678495042	319549836
6606624	27678495042	319549836
5345600	23381359092	269940844
5497860	23381359092	269940844
5240560	23063208013	266267648
5432012	23063208013	266267648
6189504	26911743058	310698720
6466492	26911743058	310698720
6639732	28850293682	333080324
6842792	28850293682	333080324
6726772	29268507311	337905532
7000620	29268507311	337905532
6459740	28244033840	326078184
6638644	28244033840	326078184
6505308	27975941908	322984476
6705108	27975941908	322984476
6033164	26126576438	301633548
6127600	26126576438	301633548
6402088	27901584976	322124564
6486896	27901584976	322124564
5618204	23943467352	276429240
5755036	23943467352	276429240
5276528	22751106213	262663348
5405720	22751106213	262663348
5500140	23814457206	274939812
5621012	23814457206	274939812
5917852	25727954822	297031612
6069744	25727954822	297031612
6039376	25881594981	298805104
6252016	25881594981	298805104
6046208	26095808137	301278608
6199788	26095808137	301278608
5375628	23157245638	267352572
5536740	23157245638	267352572
6224624	28914514097	333821592
6450960	28914514097	333821592
5133512	22083114941	254951804
5255548	22083114941	254951804
5159056	22148741332	255707336
5376324	22148741332	255707336
5496276	23507922377	271399320
5686244	23507922377	271399320
5874072	25265247475	291689840
5980808	25265247475	291689840
5766072	24922816171	287735552
5876456	24922816171	287735552
5568024	22963423226	265110900
5904652	22963423226	265110900
6713076	28227020718	325875608
7007416	28227020718	325875608
5862484	25749195020	297275052
6271480	25749195020	297275052
6360668	27992691293	323177468
6806844	27992691293	323177468
6411200	27375691730	316055252
6531876	27375691730	316055252
5919996	25663408081	296286816
6069148	25663408081	296286816
6014216	25928828357	299351084
6218676	25928828357	299351084
6199028	26862870711	310134480
6469288	26862870711	310134480
5884096	24511750178	282986208
6150396	24511750178	282986208
5059056	21464088935	247803520
5185536	21464088935	247803520
5476284	22572571740	260596848
5696376	22572571740	260596848
5800748	23977449226	276815940
5992328	23977449226	276815940
5961164	25689657083	296587932
6132320	25689657083	296587932
5144516	21402536978	247088340
5342656	21402536978	247088340
5166628	21488845324	248085324
5352208	21488845324	248085324
5539544	23066278272	266296008
5887192	23066278272	266296008
4102736	17312954232	199877300
4242088	17312954232	199877300
5795732	23958874703	276600764
5991440	23958874703	276600764
5522336	22821285493	263468284
5755388	22821285493	263468284
5850952	25000825367	288635292
6063080	25000825367	288635292
5723684	24453015311	282310308
5832808	24453015311	282310308
5736912	24823719850	286592660
5878992	24823719850	286592660
5428444	23458944738	270836092
5569924	23458944738	270836092
6209688	26837909438	309846612
6389976	26837909438	309846612
6079328	26302291095	303662572
6241796	26302291095	303662572
6431372	27731900563	320168040
6645188	27731900563	320168040
5586748	24075357845	277952708
5835092	24075357845	277952708
5293012	22903027997	264418056
5512516	22903027997	264418056
5724632	24782483500	286116344
5882260	24782483500	286116344
5907600	25359720934	292780532
6041164	25359720934	292780532
5457056	23588525748	272332060
5566972	23588525748	272332060
5541908	23969753485	276731760
5641708	23969753485	276731760
5882788	25326473182	292395124
6028128	25326473182	292395124
5587368	23990808623	276975268
5738208	23990808623	276975268
6196844	26724069292	308531956
6378508	26724069292	308531956
5477960	23492184604	271219632
5643644	23492184604	271219632
5648152	24269199407	280190356
5841400	24269199407	280190356
6034964	26128106977	301651660
6182888	26128106977	301651660
5972488	25543755379	294895876
6539268	25543755379	294895876
5524320	23693070695	273529416
6001944	23693070695	273529416
6108292	26252000762	303080232
6245788	26252000762	303080232
5268928	22661811098	261630964
5346988	22661811098	261630964
6145612	26559761359	306635160
6261332	26559761359	306635160
5851304	25275807203	291811792
6080516	25275807203	291811792
6467888	28646287216	330719776
6570808	28646287216	330719776
5764116	24917315828	287670804
5946924	24917315828	287670804
5654728	24382403235	281495344
5788116	24382403235	281495344
5432888	23625964279	272762992
5482864	23625964279	272762992
5929352	25464135366	293984724
6124332	25464135366	293984724
6640156	28675338038	331059760
6766744	28675338038	331059760
6410388	27744240582	320310444
6514536	27744240582	320310444
6256324	27168571971	313664072
6402376	27168571971	313664072
5974008	25829027707	298199124
6105584	25829027707	298199124
6580928	28491902351	328941936
6894452	28491902351	328941936
5539700	23878186944	275676172
5748660	23878186944	275676172
5218140	22504153837	259810600
5260640	22504153837	259810600
5536968	23901455111	275942868
5606452	23901455111	275942868
6423948	27694242595	319731244
6658612	27694242595	319731244
5372380	23073967093	266389112
